employee_id,first_name,last_name,gender,email,department,designation,manager_name,manager_id,manager_email,attendance,salary
713,Tilda,Conville,Male,tconvillejs@google.co.jp,Sales,Executive,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$30,477.34 "
868,Letitia,Heiden,Female,lheideno3@parallels.com,Sales,Executive,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$56,274.60 "
871,Isadore,Dyter,Male,idytero6@npr.org,Finance,Executive,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$55,917.78 "
907,Klaus,Arnke,Female,karnkep6@noaa.gov,Finance,Executive,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$71,967.59 "
911,Yale,Swaysland,Male,yswayslandpa@goodreads.com,Finance,Executive,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$95,570.50 "
77,Launce,Gonsalvez,Male,lgonsalvez24@desdev.cn,Engineering,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$58,331.33 "
299,Corina,Greenley,Female,cgreenley8a@spiegel.de,Sales,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$29,636.16 "
512,Cris,Chene,Male,cchenee7@rakuten.co.jp,Support,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$41,142.31 "
532,Effie,Lovewell,Male,eloveweller@mozilla.org,Finance,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$80,910.61 "
749,Kelsi,Greensall,Male,kgreensallks@springer.com,Support,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$44,006.29 "
842,Marleen,Ipsley,Female,mipsleynd@studiopress.com,Engineering,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$56,956.36 "
882,Ambur,Stienham,Female,astienhamoh@google.nl,Marketing,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$87,443.93 "
981,Dixie,Petkens,Female,dpetkensr8@blogger.com,Sales,Executive,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$33,962.63 "
3,Annecorinne,Madle,Genderfluid,amadle2@drupal.org,Engineering,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$33,061.30 "
163,Adelind,Domico,Polygender,adomico4i@noaa.gov,HR,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$35,839.88 "
192,Teador,McAvinchey,Female,tmcavinchey5b@ucoz.com,Marketing,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$39,388.54 "
194,Thacher,Stitch,Male,tstitch5d@mtv.com,Marketing,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$75,227.52 "
269,Orton,Carslake,Male,ocarslake7g@google.pl,Finance,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$48,988.94 "
287,Hertha,Brabyn,Female,hbrabyn7y@state.gov,Sales,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$14,069.74 "
317,Leone,Berrington,Female,lberrington8s@nydailynews.com,Engineering,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$79,082.81 "
372,Hale,Winkworth,Male,hwinkworthab@elegantthemes.com,Sales,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$19,550.60 "
618,Putnam,Stables,Female,pstablesh5@shop-pro.jp,Sales,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$73,325.45 "
677,Carina,Sleeny,Male,csleenyis@canalblog.com,Operations,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$21,721.77 "
689,Anette,Highnam,Female,ahighnamj4@webmd.com,Sales,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$69,195.60 "
745,Roman,Kilbey,Male,rkilbeyko@bbc.co.uk,Finance,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$89,899.32 "
768,Anatollo,Hayesman,Male,ahayesmanlb@ustream.tv,HR,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$21,634.49 "
789,Magdaia,McCleary,Male,mmcclearylw@alexa.com,HR,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$65,611.77 "
844,Albert,Dunbavin,Non-binary,adunbavinnf@webeden.co.uk,Marketing,Executive,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$97,933.80 "
9,Reidar,Rickell,Female,rrickell8@amazonaws.com,Engineering,Executive,Reidar Rickell,MGR318,afritz1v@diigo.com,absent,"$80,638.30 "
128,Giralda,Haruard,Female,gharuard3j@samsung.com,Sales,Executive,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$19,252.19 "
555,Amory,Daingerfield,Male,adaingerfieldfe@uiuc.edu,Operations,Executive,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$62,405.39 "
815,Hobie,Pinnere,Female,hpinneremm@unblog.fr,Marketing,Executive,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$87,698.27 "
959,Katey,MacAlroy,Female,kmacalroyqm@ed.gov,Support,Executive,Reidar Rickell,MGR318,afritz1v@diigo.com,absent,"$23,699.05 "
5,Gare,Newtown,Female,gnewtown4@marketwatch.com,Support,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$57,181.23 "
94,Braden,Yusupov,Polygender,byusupov2l@domainmarket.com,Engineering,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$81,119.55 "
122,Giralda,Dixson,Female,gdixson3d@google.com.au,Finance,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$85,547.32 "
222,Dagny,Curd,Female,dcurd65@addthis.com,Engineering,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$46,788.65 "
241,Raynard,Du Fray,Male,rdu6o@example.com,HR,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$10,157.93 "
265,Roberta,Sellor,Non-binary,rsellor7c@noaa.gov,HR,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$82,869.76 "
603,Malachi,Ceresa,Female,mceresagq@phpbb.com,Sales,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$33,454.02 "
616,Carol-jean,Peschmann,Male,cpeschmannh3@boston.com,Marketing,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$24,019.85 "
975,Daisie,MacColgan,Male,dmaccolganr2@privacy.gov.au,HR,Executive,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$67,113.25 "
88,Mersey,Chipchase,Male,mchipchase2f@bizjournals.com,Marketing,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$79,928.92 "
97,Nadeen,Deeney,Genderfluid,ndeeney2o@so-net.ne.jp,Marketing,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$33,750.60 "
171,Aimee,Hannay,Genderfluid,ahannay4q@desdev.cn,Marketing,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$99,076.21 "
220,Mollie,Boost,Female,mboost63@gravatar.com,Marketing,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$87,287.24 "
360,Juditha,Jouanot,Male,jjouanot9z@soundcloud.com,HR,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$37,285.05 "
469,Anatollo,Kruschev,Female,akruschevd0@phpbb.com,Operations,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$14,645.93 "
495,Melinda,Hindes,Female,mhindesdq@imdb.com,Finance,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$61,978.10 "
556,Bryant,Rabidge,Male,brabidgeff@topsy.com,Engineering,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$30,535.59 "
594,Danyette,Franzini,Bigender,dfranzinigh@mashable.com,Operations,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$15,074.24 "
639,Koralle,Keme,Male,kkemehq@w3.org,Sales,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$11,484.68 "
764,Othilia,Muffen,Genderqueer,omuffenl7@theguardian.com,Engineering,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$75,634.66 "
765,Dalia,O'Henehan,Male,dohenehanl8@omniture.com,Sales,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$55,050.61 "
777,Sascha,Foley,Male,sfoleylk@etsy.com,Sales,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$96,997.51 "
782,Glenden,Merkle,Male,gmerklelp@nationalgeographic.com,Engineering,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$55,300.05 "
839,Kassey,Rushbrooke,Male,krushbrookena@exblog.jp,Finance,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$63,221.04 "
850,Micheal,Browncey,Female,mbrownceynl@wp.com,Finance,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$39,800.38 "
963,Lynett,Campany,Female,lcampanyqq@aol.com,Engineering,Executive,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$99,212.52 "
34,Donetta,Lyte,Female,dlytex@google.com,HR,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$67,659.57 "
83,Olva,Mathevet,Female,omathevet2a@statcounter.com,Engineering,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$89,745.18 "
198,Garey,Belf,Male,gbelf5h@businessweek.com,Operations,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$46,832.00 "
407,Dacie,Agostini,Agender,dagostiniba@cornell.edu,HR,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$30,992.52 "
494,Robinette,Louisot,Male,rlouisotdp@usnews.com,HR,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$70,462.44 "
510,Moreen,Speenden,Male,mspeendene5@boston.com,Operations,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$15,693.59 "
701,Saba,Dew,Male,sdewjg@aol.com,Finance,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$15,429.71 "
778,Kristan,McCurry,Non-binary,kmccurryll@rediff.com,Engineering,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$44,477.85 "
869,Colet,Klazenga,Male,cklazengao4@irs.gov,Marketing,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$19,121.98 "
918,Isis,Bernardot,Female,ibernardotph@jiathis.com,HR,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$10,482.01 "
922,Joane,Binns,Bigender,jbinnspl@nbcnews.com,Engineering,Executive,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$91,645.26 "
31,Rosy,Edwin,Male,redwinu@dell.com,HR,Executive,Rosy Edwin,MGR642,redwinu@edublogs.org,absent,"$11,309.07 "
339,Marcile,Godley,Male,mgodley9e@youtu.be,Support,Executive,Rosy Edwin,MGR642,redwinu@edublogs.org,absent,"$83,538.59 "
10,Merle,Glantz,Male,mglantz9@tuttocitta.it,Operations,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$70,196.03 "
18,Eleanor,Impey,Female,eimpeyh@furl.net,Engineering,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$41,665.57 "
148,Hermine,Derby,Male,hderby43@nih.gov,HR,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$74,107.33 "
300,Conn,Leipold,Female,cleipold8b@g.co,Finance,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$30,285.26 "
308,Tarah,Jansey,Male,tjansey8j@altervista.org,Sales,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$38,724.81 "
318,Renie,Mitchely,Male,rmitchely8t@arstechnica.com,Marketing,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$73,722.38 "
406,Zak,Bettenson,Non-binary,zbettensonb9@discuz.net,Sales,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$94,765.90 "
424,Joscelin,Bringloe,Female,jbringloebr@oaic.gov.au,Support,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$17,259.79 "
440,Donia,Broderick,Male,dbroderickc7@comsenz.com,HR,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$88,889.07 "
454,Erny,Darell,Male,edarellcl@admin.ch,Engineering,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$72,934.73 "
455,Raynard,Gambie,Female,rgambiecm@netlog.com,Finance,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$35,343.43 "
456,Dolf,Snassell,Female,dsnassellcn@facebook.com,Marketing,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$37,280.30 "
497,Alfredo,Ramard,Male,aramardds@cbc.ca,Operations,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$60,105.77 "
536,Laina,Glazer,Male,lglazerev@behance.net,Engineering,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$69,158.68 "
562,Carolus,Cutford,Male,ccutfordfl@indiegogo.com,Operations,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$97,917.14 "
576,Sunshine,Guwer,Female,sguwerfz@sciencedirect.com,HR,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$23,706.66 "
617,Karlee,Tharme,Male,ktharmeh4@wordpress.com,Finance,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$71,395.66 "
746,Ellswerth,Gowans,Female,egowanskp@usa.gov,Operations,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$90,837.83 "
803,Cookie,Elloway,Male,cellowayma@github.com,Sales,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$17,183.53 "
837,Nanice,Valerius,Male,nvaleriusn8@ovh.net,HR,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$46,771.81 "
846,Nixie,McLae,Male,nmclaenh@de.vu,Support,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$15,183.69 "
888,Simonette,Leathlay,Male,sleathlayon@cocolog-nifty.com,HR,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$73,550.18 "
955,Felicio,Biaggiotti,Female,fbiaggiottiqi@multiply.com,Support,Executive,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$89,908.83 "
958,Melamie,Kingsland,Male,mkingslandql@hud.gov,Operations,Executive,Merle Glantz,MGR654,mglantz9@aol.com,present,"$42,771.23 "
55,Simon,Quincey,Male,squincey1i@cafepress.com,Engineering,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$11,824.00 "
400,Gail,Wellum,Female,gwellumb3@harvard.edu,Marketing,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$92,994.73 "
418,Jaimie,Beedham,Male,jbeedhambl@yahoo.com,Marketing,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$89,040.58 "
474,Berenice,Scritch,Female,bscritchd5@edublogs.org,Support,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$74,278.74 "
518,Ede,Brafield,Male,ebrafielded@storify.com,Marketing,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$58,967.37 "
597,Zilvia,Phelp,Male,zphelpgk@constantcontact.com,Engineering,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$94,477.58 "
732,Tracie,Bernuzzi,Male,tbernuzzikb@canalblog.com,Sales,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$24,488.60 "
821,Lynn,Dowtry,Female,ldowtryms@ebay.com,Engineering,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$54,309.87 "
829,Mela,Walne,Male,mwalnen0@columbia.edu,Support,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$72,017.22 "
883,Etta,Starzaker,Male,estarzakeroi@discuz.net,Engineering,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$19,132.55 "
920,Caitrin,MacPharlain,Female,cmacpharlainpj@nydailynews.com,Engineering,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$88,558.76 "
923,Rodolph,Guerriero,Male,rguerrieropm@biblegateway.com,Engineering,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$83,169.09 "
957,Marga,Densey,Male,mdenseyqk@hp.com,Operations,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$54,166.40 "
996,Barn,Widmore,Agender,bwidmorern@blogger.com,HR,Executive,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$28,709.91 "
16,Jayme,Born,Polygender,jbornf@geocities.jp,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$68,359.38 "
44,Vail,Byway,Male,vbyway17@hexun.com,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$31,899.26 "
63,Rick,Whorton,Female,rwhorton1q@youtu.be,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$94,422.58 "
69,Basilio,Sterman,Agender,bsterman1w@ehow.com,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$43,181.99 "
73,Andras,Phillip,Male,aphillip20@linkedin.com,Sales,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$20,024.96 "
145,Karel,Ridsdell,Polygender,kridsdell40@phoca.cz,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$84,555.36 "
275,Rafaello,Kynton,Male,rkynton7m@spiegel.de,Operations,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$23,876.83 "
350,Jammie,Boutton,Female,jboutton9p@senate.gov,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$60,710.35 "
364,Aimee,Phear,Female,apheara3@paginegialle.it,HR,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$60,033.46 "
409,Garner,McArdell,Male,gmcardellbc@myspace.com,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$90,111.23 "
552,Donal,Cowan,Male,dcowanfb@storify.com,HR,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$53,128.55 "
580,Shirlee,Coad,Male,scoadg3@wunderground.com,HR,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$36,118.11 "
628,Ange,Thorington,Male,athoringtonhf@dailymotion.com,Sales,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$32,739.08 "
658,Cassandry,Grishinov,Male,cgrishinovi9@mysql.com,Sales,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$20,925.59 "
891,Skell,Ettridge,Male,settridgeoq@skype.com,Finance,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$48,027.95 "
893,Ericha,Alderwick,Female,ealderwickos@oaic.gov.au,HR,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$99,287.62 "
895,Russ,Le Merchant,Non-binary,rleou@indiatimes.com,Sales,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$63,356.30 "
967,Lemar,Newgrosh,Female,lnewgroshqu@imdb.com,Marketing,Executive,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$51,712.32 "
33,Micky,Sturdey,Male,msturdeyw@berkeley.edu,Finance,Executive,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$99,837.75 "
66,Eugen,Kingsmill,Female,ekingsmill1t@economist.com,Operations,Executive,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$64,007.16 "
332,Ken,Mannion,Female,kmannion97@php.net,HR,Executive,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$60,932.49 "
393,James,Hoys,Female,jhoysaw@earthlink.net,Operations,Executive,Micky Sturdey,MGR975,msturdeyw@reference.com,absent,"$20,957.12 "
590,Griswold,Heake,Bigender,gheakegd@creativecommons.org,Finance,Executive,Micky Sturdey,MGR975,msturdeyw@reference.com,absent,"$69,855.86 "
980,Annissa,Anchor,Female,aanchorr7@xing.com,Support,Executive,Micky Sturdey,MGR975,msturdeyw@reference.com,absent,"$76,035.55 "
100,Dukey,Brine,Male,dbrine2r@pinterest.com,Finance,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$40,454.50 "
154,Vernor,Crudge,Female,vcrudge49@mit.edu,HR,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$71,622.67 "
167,Randee,Gowdy,Female,rgowdy4m@opensource.org,Engineering,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$47,968.85 "
383,Agnella,Nockalls,Female,anockallsam@admin.ch,Support,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$34,052.37 "
398,Stella,Cansdale,Female,scansdaleb1@java.com,HR,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$17,214.39 "
417,Shannan,Hollyer,Female,shollyerbk@twitter.com,Support,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$52,077.01 "
462,Stacee,Jacobsz,Male,sjacobszct@smh.com.au,Operations,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$55,554.87 "
487,Biron,Vlasenkov,Bigender,bvlasenkovdi@google.co.uk,HR,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$45,004.02 "
489,Coleman,Ghion,Male,cghiondk@t-online.de,Sales,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$71,230.62 "
604,Silvan,Ions,Female,sionsgr@ebay.co.uk,Sales,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$78,327.03 "
630,Vivienne,O'Loughlin,Male,voloughlinhh@independent.co.uk,Support,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$98,722.09 "
668,Greggory,Goodliffe,Male,ggoodliffeij@last.fm,Support,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$14,585.77 "
860,Zitella,Sidon,Female,zsidonnv@shutterfly.com,Marketing,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$50,423.86 "
987,Donalt,Weafer,Male,dweaferre@smh.com.au,Engineering,Executive,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$53,949.75 "
8,Matelda,Tatford,Female,mtatford7@blinklist.com,Sales,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$88,083.84 "
243,Emili,Ikin,Male,eikin6q@technorati.com,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$89,963.66 "
245,Gui,Bellard,Male,gbellard6s@springer.com,Support,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$89,957.80 "
264,Brynna,Ward,Male,bward7b@google.com,Sales,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$99,383.89 "
281,Dara,Tindley,Female,dtindley7s@yandex.ru,Operations,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$92,783.78 "
316,Joli,Pummery,Female,jpummery8r@cam.ac.uk,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$68,397.61 "
320,Clemens,Pachta,Female,cpachta8v@sourceforge.net,Operations,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$62,376.23 "
395,Aurora,Hehl,Female,ahehlay@gnu.org,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$79,309.69 "
397,Jenica,Withnall,Male,jwithnallb0@netlog.com,Support,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$66,746.40 "
403,Joleen,Barcroft,Female,jbarcroftb6@mlb.com,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$47,268.61 "
460,Ricoriki,Utterson,Male,ruttersoncr@phoca.cz,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$19,388.86 "
515,Callida,Sandall,Female,csandallea@shareasale.com,HR,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$38,698.83 "
548,Gottfried,Anyon,Female,ganyonf7@usatoday.com,Support,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$92,245.48 "
669,Kelcie,Kleiser,Agender,kkleiserik@tinyurl.com,Sales,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$84,346.68 "
774,Phillie,Cunde,Female,pcundelh@ucoz.ru,Engineering,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$64,371.42 "
894,Willard,Haseley,Male,whaseleyot@tripod.com,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$78,546.34 "
965,Berri,Band,Female,bbandqs@is.gd,Operations,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$25,823.27 "
971,Bertie,Edwin,Female,bedwinqy@ca.gov,Marketing,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$76,337.55 "
973,Dalila,Twelves,Female,dtwelvesr0@csmonitor.com,Finance,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$18,627.85 "
998,Morse,Jon,Female,mjonrp@utexas.edu,Finance,Intern,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$55,291.97 "
126,Cordie,Van Daalen,Female,cvan3h@wp.com,Engineering,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$96,917.21 "
201,Conrado,Paoloni,Male,cpaoloni5k@facebook.com,Marketing,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$62,392.68 "
230,Edgardo,Ganning,Genderqueer,eganning6d@so-net.ne.jp,Engineering,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$31,346.38 "
271,Camilla,Gingedale,Male,cgingedale7i@mediafire.com,Operations,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$76,872.61 "
302,Stanislaus,Muddicliffe,Female,smuddicliffe8d@nhs.uk,Support,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$83,535.89 "
309,Ginnifer,Tertre,Female,gtertre8k@latimes.com,HR,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$14,023.93 "
343,Clemens,Hansford,Genderfluid,chansford9i@businessweek.com,Finance,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$11,049.96 "
344,Loretta,Kingsmill,Male,lkingsmill9j@creativecommons.org,Sales,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$11,513.66 "
349,Orton,Lingley,Male,olingley9o@biglobe.ne.jp,Support,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$78,225.33 "
443,Corrine,Braunton,Male,cbrauntonca@yale.edu,Engineering,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,present,"$11,700.48 "
547,Dawn,Dowell,Male,ddowellf6@simplemachines.org,Support,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$22,919.93 "
624,Bordy,Tripean,Polygender,btripeanhb@economist.com,Sales,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$78,853.86 "
